,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
3455,BUICK,ENCORE AWD (LE2 Engine),SUV - SMALL,1.4,4,AS6,Regular Gasoline,8.9,7.6,8.3,34,196
3457,BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A6,Regular Gasoline,11.1,8.4,9.9,29,232
3458,BUICK,LACROSSE,MID-SIZE,3.6,6,AS8,Regular Gasoline,11.2,7.5,9.5,30,224
3459,BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS8,Regular Gasoline,11.6,8.1,10.0,28,235
3460,BUICK,REGAL,MID-SIZE,2.0,4,AS6,Premium Gasoline,11.5,8.0,9.9,29,233
3461,BUICK,REGAL AWD,MID-SIZE,2.0,4,AS6,Premium Gasoline,12.1,8.9,10.7,26,250
3462,BUICK,VERANO,COMPACT,2.4,4,AS6,Regular Gasoline,11.3,7.6,9.7,29,226
3463,CADILLAC,ATS,COMPACT,2.0,4,AS8,Premium Gasoline,10.6,7.7,9.3,30,217
3464,CADILLAC,ATS,COMPACT,2.0,4,M6,Premium Gasoline,11.8,8.0,10.1,28,236
3465,CADILLAC,ATS,COMPACT,2.5,4,AS8,Regular Gasoline,10.7,7.4,9.2,31,216
3466,CADILLAC,ATS,COMPACT,3.6,6,AS8,Regular Gasoline,11.6,8.0,10.0,28,234
3467,CADILLAC,ATS AWD,COMPACT,2.0,4,AS8,Premium Gasoline,10.8,7.9,9.5,30,222
3468,CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,Regular Gasoline,12.2,8.6,10.6,27,248
3469,CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Premium Gasoline,13.9,9.4,11.9,24,279
3470,CADILLAC,ATS-V,COMPACT,3.6,6,M6,Premium Gasoline,14.4,10.4,12.6,22,295
3471,CADILLAC,CT6,FULL-SIZE,2.0,4,AS8,Premium Gasoline,11.0,7.8,9.5,30,223
3472,CADILLAC,CT6 AWD,FULL-SIZE,3.0,6,AS8,Premium Gasoline,13.0,9.1,11.2,25,263
3473,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,Regular Gasoline,12.8,8.8,11.0,26,259
3474,CADILLAC,CTS,MID-SIZE,2.0,4,AS8,Premium Gasoline,11.0,7.8,9.5,30,223
3475,CADILLAC,CTS,MID-SIZE,3.6,6,AS8,Regular Gasoline,11.6,8.0,10.0,28,234
3476,CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS8,Premium Gasoline,11.2,8.2,9.8,29,229
3477,CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,Regular Gasoline,12.2,8.6,10.6,27,248
3478,CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Premium Gasoline,15.0,9.9,12.7,22,299
3479,CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Premium Gasoline,16.5,11.1,14.0,20,329
3480,CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Premium Gasoline,16.1,11.7,14.1,20,331
3481,CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,Regular Gasoline,12.1,8.6,10.5,27,245
3482,CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,Regular Gasoline,12.9,8.9,11.1,25,260
3483,CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,Regular Gasoline,13.2,8.5,11.1,25,260
3484,CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,Regular Gasoline,13.7,9.0,11.6,24,272
3485,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Premium Gasoline,15.0,10.3,12.8,22,299
3486,CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,AS8,Premium Gasoline,10.9,7.7,9.5,30,222
3487,CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,M6,Premium Gasoline,11.9,8.0,10.1,28,236
3488,CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,Regular Gasoline,12.3,8.6,10.6,27,249
3489,CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,Regular Gasoline,14.4,8.4,11.7,24,274
3490,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Premium Gasoline,14.2,8.7,11.7,24,273
3491,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Premium Gasoline,14.3,9.4,12.1,23,284
3492,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Premium Gasoline,19.0,11.6,15.6,18,367
3493,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Premium Gasoline,17.2,12.0,14.9,19,349
3494,CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,Regular Gasoline,9.8,9.0,9.4,30,220
3495,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,Regular Gasoline,12.0,9.2,10.7,26,252
3496,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,Regular Gasoline,12.2,9.2,10.9,26,254
3497,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,10.8,7.9,9.5,30,255
3498,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A8,Regular Gasoline,13.4,9.6,11.7,24,274
3499,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Regular Gasoline,12.7,9.6,11.3,25,263
3500,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,12.1,8.4,10.4,27,280
3501,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,Regular Gasoline,14.0,9.9,12.2,23,286
3502,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,12.5,10.7,11.7,24,315
3503,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,Regular Gasoline,15.0,13.0,14.1,20,331
3504,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Premium Gasoline,15.2,8.9,12.4,23,290
3505,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Premium Gasoline,14.2,9.0,11.9,24,278
3506,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Premium Gasoline,17.6,10.3,14.3,20,336
3507,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Premium Gasoline,15.6,10.6,13.4,21,312
3508,CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,Regular Gasoline,7.9,5.9,7.0,40,165
3509,CHEVROLET,CRUZE,COMPACT,1.4,4,M6,Regular Gasoline,8.3,6.0,7.3,39,170
3510,CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,Regular Gasoline,8.1,6.0,7.2,39,169
3511,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,Diesel,7.6,5.0,6.4,44,172
3512,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,M6,Diesel,7.7,4.5,6.3,45,169
3513,CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,AS6,Regular Gasoline,8.1,6.2,7.3,39,172
3514,CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,M6,Regular Gasoline,8.3,6.4,7.4,38,173
3515,CHEVROLET,CRUZE HATCHBACK PREMIER,COMPACT,1.4,4,AS6,Regular Gasoline,8.4,6.4,7.5,38,176
3516,CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.0,7.5,9.4,30,221
3517,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.0,7.5,9.4,30,221
3518,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,Ethanol (E85),15.6,11.0,13.6,21,223
3519,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,Regular Gasoline,14.1,9.7,12.1,23,285
3520,CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.5,8.3,10.1,28,237
3521,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.5,8.3,10.1,28,237
3522,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,Ethanol (E85),16.3,11.8,14.2,20,234
3523,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,Regular Gasoline,15.0,10.4,13.0,22,304
3524,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Regular Gasoline,21.8,14.8,18.6,15,438
3525,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Regular Gasoline,22.3,14.9,19.0,15,445
3526,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,Regular Gasoline,10.9,7.9,9.5,30,224
3527,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,Regular Gasoline,12.5,8.3,10.6,27,249
3528,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,Ethanol (E85),17.0,11.7,14.6,19,240
3529,CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,Regular Gasoline,8.8,6.5,7.8,36,182
3530,CHEVROLET,MALIBU,MID-SIZE,2.0,4,A9,Premium Gasoline,10.7,7.1,9.1,31,212
3531,CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,Regular Gasoline,4.8,5.5,5.1,55,121
3532,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,14.6,10.3,12.7,22,297
3533,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,Regular Gasoline,15.2,10.7,13.1,22,309
3534,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Premium Gasoline,15.9,11.2,13.8,20,324
3535,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Regular Gasoline,13.4,10.0,11.9,24,279
3536,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Ethanol (E85),19.3,14.3,17.1,17,284
3537,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,14.6,10.3,12.7,22,298
3538,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Ethanol (E85),19.7,13.9,17.1,17,284
3540,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,Regular Gasoline,15.9,11.5,13.9,20,327
3541,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Premium Gasoline,16.0,11.7,14.1,20,330
3542,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Regular Gasoline,14.1,10.6,12.5,23,294
3543,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Ethanol (E85),20.2,15.2,18.0,16,294
3544,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,15.0,10.7,13.1,22,307
3545,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Ethanol (E85),20.7,14.4,17.9,16,315
3546,CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,Regular Gasoline,14.4,11.2,13.0,22,303
3547,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,Regular Gasoline,8.8,6.6,7.8,36,184
3548,CHEVROLET,SONIC,COMPACT,1.4,4,M6,Regular Gasoline,8.4,6.3,7.4,38,174
3549,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,Regular Gasoline,9.7,6.9,8.4,34,197
3550,CHEVROLET,SONIC,COMPACT,1.8,4,M5,Regular Gasoline,9.2,7.1,8.3,34,194
3551,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,Regular Gasoline,8.8,6.6,7.8,36,184
3552,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,Regular Gasoline,8.4,6.3,7.4,38,174
3553,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,Regular Gasoline,9.7,6.9,8.4,34,197
3554,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,Regular Gasoline,9.2,7.1,8.3,34,194
3555,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,Regular Gasoline,7.8,6.2,7.1,40,167
3556,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,Regular Gasoline,8.0,6.2,7.2,39,168
3557,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,305
3558,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,305
3559,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),20.0,13.5,17.1,17,284
3562,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),22.1,15.4,19.1,15,317
3563,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,305
3564,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,305
3565,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),20.0,13.5,17.1,17,284
3568,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),20.8,14.5,18.0,16,299
3569,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,Regular Gasoline,15.7,10.6,13.4,21,315
3570,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,Regular Gasoline,16.0,10.9,13.7,21,322
3571,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,Regular Gasoline,9.3,7.2,8.3,34,194
3572,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,Regular Gasoline,9.2,7.1,8.2,34,194
3573,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,Regular Gasoline,9.8,7.7,8.8,32,208
3574,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,Regular Gasoline,10.2,6.6,8.6,33,201
3575,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,Ethanol (E85),13.9,8.9,11.7,24,192
3576,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,Regular Gasoline,12.4,7.6,10.2,28,241
3577,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,Ethanol (E85),16.8,10.4,13.9,20,230
3578,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,Regular Gasoline,12.8,8.3,10.8,26,252
3579,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,Ethanol (E85),17.1,11.1,14.4,20,237
3580,CHRYSLER,300,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.4,7.8,10.3,27,242
3581,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,Regular Gasoline,14.7,9.4,12.3,23,289
3582,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.7,11.0,26,258
3583,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.7,11.0,26,258
3584,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Ethanol (E85),17.6,12.0,15.0,19,248
3585,CHRYSLER,PACIFICA,MINIVAN,3.6,6,A9,Regular Gasoline,12.9,8.4,10.9,26,257
3586,CHRYSLER,PACIFICA (Stop-Start),MINIVAN,3.6,6,A9,Regular Gasoline,12.4,8.4,10.6,27,249
3588,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Premium Gasoline,15.6,10.1,13.1,22,307
3589,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Premium Gasoline,16.7,10.4,13.9,20,325
3590,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,Regular Gasoline,14.7,9.4,12.3,23,289
3591,DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Premium Gasoline,15.6,9.6,12.9,22,302
3592,DODGE,CHALLENGER GT,MID-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.7,11.0,26,258
3593,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Premium Gasoline,16.7,10.4,13.9,20,325
3594,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Premium Gasoline,15.6,9.6,12.9,22,302
3596,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Premium Gasoline,18.1,11.4,15.1,19,352
3597,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,Regular Gasoline,13.7,9.0,11.6,24,271
3598,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.4,7.8,10.3,27,242
3599,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,Regular Gasoline,15.6,9.7,12.9,22,302
3600,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,Regular Gasoline,14.7,9.4,12.3,23,289
3601,DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Premium Gasoline,15.6,9.6,12.9,22,302
3602,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.7,11.0,26,258
3603,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.7,11.0,26,258
3604,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Ethanol (E85),17.6,12.0,15.0,19,248
3605,DODGE,CHARGER AWD,FULL-SIZE,5.7,8,A5,Regular Gasoline,16.0,10.1,13.3,21,312
3606,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Premium Gasoline,15.6,9.6,12.9,22,302
3608,DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,Regular Gasoline,12.7,9.6,11.3,25,265
3609,DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,Regular Gasoline,16.6,10.7,14.0,20,328
3611,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Ethanol (E85),19.4,13.3,16.7,17,274
3612,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,Regular Gasoline,12.7,9.2,11.1,25,261
3613,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Regular Gasoline,14.2,9.5,12.1,23,284
3614,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Ethanol (E85),19.1,13.2,16.4,17,274
3615,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,Regular Gasoline,14.5,10.0,12.4,23,292
3616,DODGE,VIPER,TWO-SEATER,8.4,10,M6,Premium Gasoline,19.9,12.6,16.6,17,387
3617,FIAT,124 SPIDER,TWO-SEATER,1.4,4,A6,Regular Gasoline,9.3,6.5,8.0,35,187
3618,FIAT,124 SPIDER,TWO-SEATER,1.4,4,M6,Regular Gasoline,9.0,6.7,7.9,36,185
3619,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,Regular Gasoline,8.7,7.1,8.0,35,186
3620,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,Regular Gasoline,8.0,6.5,7.3,39,171
3621,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,Regular Gasoline,8.7,7.1,8.0,35,186
3622,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,Regular Gasoline,7.7,6.1,7.0,40,163
3623,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,Regular Gasoline,9.7,7.4,8.7,32,202
3624,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,Regular Gasoline,8.5,7.1,7.9,36,186
3625,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,Regular Gasoline,9.7,7.4,8.7,32,202
3626,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,Regular Gasoline,8.5,7.1,7.9,36,186
3627,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,Regular Gasoline,10.7,7.9,9.4,30,221
3628,FIAT,500X,SUV - SMALL,1.4,4,M6,Regular Gasoline,9.5,7.1,8.4,34,197
3629,FIAT,500X,SUV - SMALL,2.4,4,A9,Regular Gasoline,10.7,7.7,9.3,30,219
3630,FIAT,500X AWD,SUV - SMALL,2.4,4,A9,Regular Gasoline,11.0,8.0,9.7,29,226
3631,FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,Regular Gasoline,5.7,6.2,5.9,48,138
3632,FORD,EDGE,SUV - SMALL,2.0,4,AS6,Regular Gasoline,11.5,8.0,9.9,29,233
3633,FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,Regular Gasoline,11.3,8.0,9.8,29,230
3634,FORD,EDGE,SUV - SMALL,3.5,6,AS6,Regular Gasoline,13.5,9.1,11.5,25,270
3635,FORD,EDGE AWD,SUV - SMALL,2.0,4,AS6,Regular Gasoline,11.9,8.6,10.4,27,244
3636,FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,Regular Gasoline,13.8,9.8,12.0,24,281
3637,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,Regular Gasoline,13.9,10.0,12.1,23,284
3638,FORD,ESCAPE,SUV - SMALL,1.5,4,AS6,Regular Gasoline,10.2,7.8,9.1,31,214
3639,FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,Regular Gasoline,10.6,8.0,9.5,30,222
3640,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,Regular Gasoline,11.1,8.1,9.7,29,229
3641,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,Ethanol (E85),15.2,10.8,13.3,21,219
3642,FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,Regular Gasoline,10.7,8.3,9.6,29,226
3643,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,Regular Gasoline,11.5,8.7,10.2,28,239
3644,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,15.9,12.0,14.2,20,333
3645,FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,16.1,12.2,14.3,20,337
3646,FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,Regular Gasoline,12.6,8.6,10.8,26,254
3647,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,13.9,9.7,12.0,24,281
3649,FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,AS6,Regular Gasoline,13.1,9.2,11.3,25,266
3650,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,14.8,10.7,13.0,22,305
3651,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,14.4,10.5,12.6,22,296
3652,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Ethanol (E85),19.6,14.2,17.2,16,284
3653,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,Regular Gasoline,12.2,9.3,10.9,26,256
3654,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,Regular Gasoline,12.4,9.8,11.2,25,263
3655,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,Regular Gasoline,13.1,9.8,11.6,24,272
3656,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,Regular Gasoline,12.7,9.5,11.3,25,264
3657,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,Regular Gasoline,13.0,10.2,11.7,24,274
3658,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,Regular Gasoline,13.8,10.7,12.4,23,290
3659,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,Regular Gasoline,13.2,9.7,11.6,24,272
3660,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,Ethanol (E85),17.9,13.2,15.8,18,258
3661,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Regular Gasoline,15.4,10.6,13.2,21,310
3662,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Ethanol (E85),20.5,14.3,17.7,16,291
3663,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Regular Gasoline,16.8,11.8,14.5,19,340
3664,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Ethanol (E85),20.5,14.3,17.7,16,291
3665,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS6,Regular Gasoline,13.1,10.2,11.8,24,276
3666,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,Regular Gasoline,13.5,11.2,12.5,23,293
3668,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,Regular Gasoline,13.6,10.3,12.1,23,284
3669,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,Regular Gasoline,13.6,10.7,12.3,23,288
3670,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,Regular Gasoline,14.0,11.0,12.7,22,298
3671,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,Regular Gasoline,14.0,10.6,12.5,23,293
3672,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,Ethanol (E85),19.0,14.3,16.9,17,281
3673,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Regular Gasoline,15.9,11.3,13.8,20,323
3674,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Ethanol (E85),21.5,15.1,18.6,15,305
3675,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Regular Gasoline,16.0,11.8,14.1,20,330
3676,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Ethanol (E85),21.5,15.1,18.6,15,306
3678,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Ethanol (E85),22.2,16.5,19.6,14,326
3679,FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,Regular Gasoline,15.6,13.2,14.5,19,339
3680,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,Regular Gasoline,8.6,6.4,7.6,37,178
3681,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,Regular Gasoline,8.6,6.7,7.8,36,182
3682,FORD,FIESTA SFE,SUBCOMPACT,1.0,3,M5,Regular Gasoline,7.6,5.7,6.8,42,158
3683,FORD,FIESTA ST,COMPACT,1.6,4,M6,Regular Gasoline,9.0,7.1,8.2,34,192
3686,FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,15.7,11.2,13.7,21,321
3687,FORD,FOCUS (Start/Stop),COMPACT,1.0,3,AS6,Regular Gasoline,8.5,6.2,7.5,38,176
